customer_id,total_spent,customer_segment
8135010000000.0,64921.020000000004,High-value
8135370000000.0,87768.21,High-value
8135440000000.0,66660.01,High-value
8135510000000.0,64014.05,High-value
8136550000000.0,283949.1,High-value
8136990000000.0,70170.05,High-value
8137800000000.0,148913.04,High-value
8139430000000.0,60436.02,High-value
8139590000000.0,109316.04000000001,High-value
8140580000000.0,129286.04,High-value
8140620000000.0,208410.04,High-value
8140670000000.0,70262.06,High-value
8140740000000.0,55749.04,High-value
8140850000000.0,67740.01,High-value
8141110000000.0,186954.04,High-value
8141690000000.0,161023.03,High-value
8141730000000.0,110737.02,High-value
8142120000000.0,68456.02,High-value
8142190000000.0,68811.0,High-value
8142330000000.0,69789.01,High-value
8142440000000.0,143455.14,High-value
8142730000000.0,156225.02,High-value
8142740000000.0,139942.03,High-value
8142750000000.0,59772.02,High-value
8142810000000.0,119870.04000000001,High-value
8142890000000.0,220094.06,High-value
8143070000000.0,181098.09,High-value
8143800000000.0,196595.07,High-value
8143910000000.0,93351.03,High-value
8144020000000.0,55666.03,High-value
8144600000000.0,65374.03,High-value
8144690000000.0,147140.03,High-value
8144760000000.0,355980.06,High-value
8144780000000.0,63720.04,High-value
8144960000000.0,86386.01,High-value
8145160000000.0,77433.05,High-value
8145780000000.0,86347.03,High-value
8145960000000.0,63013.0,High-value
8146090000000.0,125096.02,High-value
8146380000000.0,68373.02,High-value
8147070000000.0,94199.02,High-value
8147080000000.0,61202.0,High-value
8147870000000.0,362569.03,High-value
8147880000000.0,67529.0,High-value
8148550000000.0,113338.77,High-value
8148590000000.0,78858.02,High-value
8148640000000.0,156169.1,High-value
8148970000000.0,119724.04,High-value
8149390000000.0,56415.01,High-value
8149450000000.0,65128.01,High-value
8149550000000.0,83181.06,High-value
8149640000000.0,94420.0,High-value
8149710000000.0,56585.01,High-value
8149810000000.0,77346.01,High-value
8149900000000.0,65087.0,High-value
8150140000000.0,62192.01,High-value
8150270000000.0,110719.01,High-value
8150470000000.0,56351.01,High-value
8150530000000.0,105429.06,High-value
8150690000000.0,192950.29,High-value
8151490000000.0,103798.03,High-value
8151650000000.0,86956.0,High-value
8151840000000.0,73046.05,High-value
8152530000000.0,62833.02,High-value
8152580000000.0,71615.02,High-value
8153480000000.0,54796.01,High-value
8154040000000.0,95903.02,High-value
8154050000000.0,276064.1,High-value
8154090000000.0,79096.0,High-value
8154560000000.0,60892.01,High-value
8155010000000.0,114544.02,High-value
8157060000000.0,99756.05,High-value
8157120000000.0,67944.01,High-value
8157300000000.0,78172.05,High-value
8157330000000.0,64173.020000000004,High-value
8157510000000.0,92255.05,High-value
8157920000000.0,93247.06,High-value
8157940000000.0,61168.03,High-value
8158010000000.0,107612.1,High-value
8158050000000.0,134050.07,High-value
8158120000000.0,63647.02,High-value
8159030000000.0,59406.08,High-value
8159110000000.0,89753.02,High-value
8159300000000.0,168011.2,High-value
8159500000000.0,142138.09,High-value
8159910000000.0,71043.01,High-value
8159920000000.0,101260.02,High-value
8166030000000.0,279542.3,High-value
8166080000000.0,99847.77,High-value
8170460000000.0,235525.01,High-value
8170480000000.0,120547.1,High-value
8170630000000.0,173507.16,High-value
8170720000000.0,87197.01,High-value
8171250000000.0,77286.03,High-value
8171500000000.0,160221.01,High-value
8172080000000.0,351268.18,High-value
8172100000000.0,83260.03,High-value
8172110000000.0,90231.0,High-value
8172790000000.0,126703.04,High-value
8173280000000.0,86594.03,High-value
8173500000000.0,97929.15,High-value
8173910000000.0,70285.01,High-value
8173930000000.0,97189.07,High-value
8173960000000.0,100591.09,High-value
8173970000000.0,56340.0,High-value
8174420000000.0,62781.0,High-value
8174600000000.0,195076.09,High-value
8174840000000.0,94254.02,High-value
8175110000000.0,119463.01,High-value
8175380000000.0,60867.0,High-value
8175750000000.0,73098.02,High-value
8176320000000.0,57437.0,High-value
8176620000000.0,93707.02,High-value
8176930000000.0,59337.01,High-value
8176970000000.0,86217.14,High-value
8177850000000.0,119624.05,High-value
8178650000000.0,153646.05,High-value
8180160000000.0,66767.02,High-value
8180230000000.0,108252.02,High-value
8180270000000.0,68425.07,High-value
8181360000000.0,59898.05,High-value
8182200000000.0,83865.02,High-value
8182350000000.0,97903.01,High-value
8182430000000.0,62686.02,High-value
8182570000000.0,154284.7,High-value
8182580000000.0,142705.18,High-value
8183120000000.0,73642.01,High-value
8183300000000.0,61237.06,High-value
8183590000000.0,67738.05,High-value
8183630000000.0,63221.05,High-value
8183730000000.0,196541.09,High-value
8183820000000.0,56357.01,High-value
8184070000000.0,111116.03,High-value
8184630000000.0,62919.01,High-value
8185010000000.0,57315.01,High-value
8185030000000.0,104112.02,High-value
8185280000000.0,114271.08,High-value
8185510000000.0,75662.02,High-value
8185640000000.0,116957.06,High-value
8185650000000.0,135956.05,High-value
8186990000000.0,128859.13,High-value
8187040000000.0,65021.05,High-value
8187260000000.0,94154.03,High-value
8187270000000.0,126570.02,High-value
8187350000000.0,95033.02,High-value
8188430000000.0,107267.06,High-value
8188670000000.0,77390.02,High-value
8188750000000.0,60508.04,High-value
8188780000000.0,65746.01,High-value
8188850000000.0,92643.08,High-value
8188950000000.0,172735.01,High-value
8190070000000.0,69889.0,High-value
8190940000000.0,119149.28,High-value
8192290000000.0,185814.07,High-value
8192430000000.0,110479.01,High-value
8193570000000.0,82148.02,High-value
8193670000000.0,60307.03,High-value
8193920000000.0,91000.03,High-value
8194190000000.0,86225.04,High-value
8194230000000.0,99969.0,High-value
8194340000000.0,100283.05,High-value
8195190000000.0,113613.03,High-value
8195290000000.0,103146.04,High-value
8195760000000.0,118961.06,High-value
8195970000000.0,70760.02,High-value
8195980000000.0,124572.04,High-value
8196090000000.0,257020.15,High-value
8196190000000.0,61071.04,High-value
8196280000000.0,142890.05,High-value
8196320000000.0,54853.03,High-value
8197260000000.0,110416.01,High-value
8197370000000.0,100902.05,High-value
8197710000000.0,54928.0,High-value
8201100000000.0,113542.11,High-value
8202550000000.0,130504.02,High-value
8202760000000.0,208559.08,High-value
8202920000000.0,75098.05,High-value
8202940000000.0,67800.04000000001,High-value
8203110000000.0,115413.0,High-value
8203210000000.0,77197.05,High-value
8203410000000.0,138359.02,High-value
8203660000000.0,56015.07,High-value
8207450000000.0,54973.0,High-value
8209160000000.0,60336.02,High-value
8210900000000.0,57203.020000000004,High-value
8212250000000.0,152813.06,High-value
8212500000000.0,70110.01,High-value
8212660000000.0,86560.01,High-value
8212740000000.0,124017.02,High-value
8213630000000.0,72856.01,High-value
8213670000000.0,103292.17,High-value
8213830000000.0,66446.02,High-value
8213940000000.0,63318.0,High-value
8213950000000.0,61663.04,High-value
8214140000000.0,100619.01,High-value
8214590000000.0,70685.02,High-value
8215220000000.0,73652.13,High-value
8215400000000.0,55767.06,High-value
8215760000000.0,607568.18,High-value
8216490000000.0,109569.03,High-value
8216620000000.0,93176.03,High-value
8216720000000.0,80540.02,High-value
8216810000000.0,99299.03,High-value
8217700000000.0,85765.0,High-value
8218110000000.0,62352.0,High-value
8218920000000.0,62399.03,High-value
8219610000000.0,56240.03,High-value
8219640000000.0,64935.06,High-value
8219840000000.0,154700.1,High-value
8219960000000.0,148075.07,High-value
8220070000000.0,129721.0,High-value
8220810000000.0,59708.01,High-value
8220900000000.0,114683.01,High-value
8221060000000.0,106673.01,High-value
8222360000000.0,93700.01,High-value
8223290000000.0,57489.03,High-value
8224170000000.0,106810.03,High-value
8225570000000.0,57983.02,High-value
8226720000000.0,62202.02,High-value
8227250000000.0,70092.02,High-value
8227500000000.0,59247.020000000004,High-value
8227580000000.0,67263.0,High-value
8227690000000.0,84323.04000000001,High-value
8227960000000.0,151600.01,High-value
8228030000000.0,92473.04,High-value
8228090000000.0,111948.05,High-value
8228320000000.0,81859.03,High-value
8228410000000.0,77852.03,High-value
8228770000000.0,84992.02,High-value
8228920000000.0,56728.02,High-value
8231040000000.0,87040.08,High-value
8231380000000.0,130355.37,High-value
8231600000000.0,60158.020000000004,High-value
8232360000000.0,82097.04000000001,High-value
8232560000000.0,68042.05,High-value
8232650000000.0,174220.19,High-value
8234350000000.0,68218.05,High-value
8234480000000.0,163280.09,High-value
8234710000000.0,86628.05,High-value
8234730000000.0,58601.01,High-value
8235220000000.0,181036.05,High-value
8235300000000.0,60010.0,High-value
8235520000000.0,95540.03,High-value
8235940000000.0,61714.03,High-value
8236230000000.0,118375.07,High-value
8236260000000.0,82203.03,High-value
8236850000000.0,61585.07,High-value
8237350000000.0,68780.01,High-value
8237360000000.0,104580.01,High-value
8237460000000.0,55543.03,High-value
8237950000000.0,64423.01,High-value
8238070000000.0,161167.06,High-value
8238210000000.0,65884.09,High-value
8238770000000.0,98001.03,High-value
8239220000000.0,81812.01,High-value
8239360000000.0,164151.02,High-value
8239800000000.0,213979.14,High-value
8239810000000.0,87342.01,High-value
8239820000000.0,66862.21,High-value
8240280000000.0,134183.01,High-value
8240330000000.0,322636.05,High-value
8240490000000.0,70725.02,High-value
8240540000000.0,171699.35,High-value
8240760000000.0,56924.02,High-value
8241810000000.0,62818.02,High-value
8242090000000.0,56755.02,High-value
8242100000000.0,123676.08,High-value
8242130000000.0,73708.02,High-value
8244970000000.0,71559.04,High-value
8245920000000.0,65194.03,High-value
8246040000000.0,55629.01,High-value
8246090000000.0,139047.08,High-value
8246130000000.0,205743.05,High-value
8246200000000.0,98439.06,High-value
8246490000000.0,73540.0,High-value
8246540000000.0,218414.1,High-value
8246880000000.0,65357.0,High-value
8246960000000.0,84270.02,High-value
8247110000000.0,301008.31,High-value
8247330000000.0,76391.02,High-value
8247430000000.0,106409.02,High-value
8248560000000.0,60694.03,High-value
8248680000000.0,58454.03,High-value
8248730000000.0,85230.05,High-value
8249160000000.0,61770.0,High-value
8249220000000.0,99377.25,High-value
8249260000000.0,82332.08,High-value
8249640000000.0,61416.0,High-value
8249700000000.0,103647.04,High-value
8249780000000.0,63098.04,High-value
8250460000000.0,67689.04,High-value
8250710000000.0,129279.03,High-value
8250720000000.0,63503.01,High-value
8250950000000.0,192722.0,High-value
8251050000000.0,109447.07,High-value
8251300000000.0,65541.0,High-value
8251350000000.0,176017.12,High-value
8251880000000.0,70239.01,High-value
8252060000000.0,81837.06,High-value
8254560000000.0,159104.29,High-value
8254690000000.0,146621.04,High-value
8254740000000.0,91530.07,High-value
8255930000000.0,145438.02,High-value
8256450000000.0,59943.01,High-value
8256500000000.0,487256.09,High-value
8256550000000.0,59722.04,High-value
8256670000000.0,107576.03,High-value
8257990000000.0,59691.0,High-value
8258000000000.0,67222.02,High-value
8258180000000.0,127020.04,High-value
8258290000000.0,154624.07,High-value
8258370000000.0,114521.04,High-value
8259310000000.0,105505.06,High-value
8260320000000.0,81916.07,High-value
8260810000000.0,83176.04,High-value
8261370000000.0,146050.01,High-value
8261450000000.0,64510.03,High-value
8261610000000.0,65606.06,High-value
8261620000000.0,122647.07,High-value
8261820000000.0,62272.05,High-value
8262100000000.0,67555.07,High-value
8262920000000.0,69688.04,High-value
8263060000000.0,73602.04,High-value
8263070000000.0,213209.16,High-value
8263630000000.0,236310.08,High-value
8263940000000.0,114845.23,High-value
8264550000000.0,316374.06,High-value
8264890000000.0,73268.05,High-value
8265200000000.0,73961.0,High-value
8265310000000.0,59566.020000000004,High-value
8265840000000.0,88826.0,High-value
8265890000000.0,60916.0,High-value
8266450000000.0,111598.04000000001,High-value
8267150000000.0,136900.06,High-value
8268070000000.0,72173.05,High-value
8268100000000.0,251619.06,High-value
8268120000000.0,77675.2,High-value
8268210000000.0,173763.06,High-value
8268240000000.0,63397.05,High-value
8268320000000.0,186754.02,High-value
8269080000000.0,90387.02,High-value
8269210000000.0,64934.04,High-value
8269500000000.0,71989.16,High-value
8270590000000.0,85695.06,High-value
8270640000000.0,97403.0,High-value
8270800000000.0,122409.02,High-value
8271300000000.0,91389.0,High-value
8271370000000.0,94660.0,High-value
8271490000000.0,55077.03,High-value
8271560000000.0,78919.0,High-value
8271890000000.0,88206.06,High-value
8272470000000.0,231867.08,High-value
8274090000000.0,63865.03,High-value
8274220000000.0,137674.07,High-value
8275280000000.0,115852.06,High-value
8275540000000.0,70458.01,High-value
8275610000000.0,202181.03,High-value
8275630000000.0,196950.87,High-value
8275720000000.0,101986.01,High-value
8275730000000.0,64761.020000000004,High-value
8275960000000.0,93736.08,High-value
8276040000000.0,79428.05,High-value
8276460000000.0,62211.01,High-value
8276600000000.0,88144.07,High-value
8276670000000.0,188487.09,High-value
8276760000000.0,56796.03,High-value
8276790000000.0,66824.04000000001,High-value
8277500000000.0,330296.01,High-value
8277510000000.0,170485.08,High-value
8277700000000.0,82935.01,High-value
8278070000000.0,76231.0,High-value
8278440000000.0,88051.0,High-value
8278470000000.0,105644.01,High-value
8278740000000.0,64455.03,High-value
8278890000000.0,55629.01,High-value
8278910000000.0,196642.13,High-value
8279130000000.0,117049.07,High-value
8279240000000.0,76581.02,High-value
8279270000000.0,90842.04,High-value
8279340000000.0,59360.03,High-value
8279930000000.0,59529.0,High-value
8282240000000.0,71930.04,High-value
8283540000000.0,59408.0,High-value
8283650000000.0,288395.2,High-value
8284180000000.0,82979.08,High-value
8284390000000.0,149135.03,High-value
8284540000000.0,254798.06,High-value
8284600000000.0,97841.08,High-value
8284610000000.0,72445.03,High-value
8284660000000.0,77616.02,High-value
8284670000000.0,179371.09,High-value
8285090000000.0,263057.11,High-value
8285480000000.0,58713.01,High-value
8285690000000.0,105348.05,High-value
8285730000000.0,55062.02,High-value
8285740000000.0,109041.04,High-value
8285980000000.0,80660.02,High-value
8286060000000.0,107987.02,High-value
8286330000000.0,276124.03,High-value
8286390000000.0,81797.02,High-value
8286480000000.0,65077.04,High-value
8286510000000.0,64576.0,High-value
8286560000000.0,58707.39,High-value
8287150000000.0,168664.04,High-value
8287170000000.0,88664.03,High-value
8287210000000.0,73879.48,High-value
8287440000000.0,100135.01,High-value
8287450000000.0,113623.03,High-value
8287650000000.0,73719.53,High-value
8287700000000.0,72555.02,High-value
8287760000000.0,101578.01,High-value
8289100000000.0,147082.04,High-value
8294530000000.0,103021.07,High-value
8294570000000.0,60689.01,High-value
8294580000000.0,166473.08,High-value
8296470000000.0,54715.01,High-value
8296790000000.0,65468.020000000004,High-value
8297230000000.0,75329.12,High-value
8297400000000.0,90005.01,High-value
8297660000000.0,99646.04,High-value
8298550000000.0,92763.01,High-value
8298570000000.0,69916.03,High-value
8298660000000.0,76762.15,High-value
8298820000000.0,117943.03,High-value
8299010000000.0,224861.12,High-value
8299160000000.0,140724.14,High-value
8299460000000.0,68929.0,High-value
8300960000000.0,108887.06,High-value
8301030000000.0,65106.03,High-value
8301040000000.0,146861.05,High-value
8301080000000.0,271443.1,High-value
8301160000000.0,74227.05,High-value
8301730000000.0,90998.05,High-value
8301850000000.0,57476.020000000004,High-value
8302140000000.0,228840.06,High-value
8302180000000.0,58905.0,High-value
8302260000000.0,177611.02,High-value
8305490000000.0,54748.01,High-value
8306040000000.0,70136.0,High-value
8306060000000.0,63412.02,High-value
8306180000000.0,77054.19,High-value
8307070000000.0,66075.03,High-value
8307840000000.0,57079.05,High-value
8308490000000.0,73145.01,High-value
8308580000000.0,122098.0,High-value
8308640000000.0,133981.03,High-value
8308820000000.0,58001.1,High-value
8308970000000.0,77302.02,High-value
8309040000000.0,107891.02,High-value
8309130000000.0,83408.03,High-value
8309230000000.0,57291.01,High-value
8310490000000.0,96965.06,High-value
8311160000000.0,91677.01,High-value
8311820000000.0,202886.08000000002,High-value
8312050000000.0,79356.05,High-value
8312640000000.0,113387.01,High-value
8313960000000.0,67694.01,High-value
8314170000000.0,59254.01,High-value
8314190000000.0,59356.0,High-value
8314630000000.0,64859.020000000004,High-value
8315720000000.0,171110.03,High-value
8315770000000.0,62647.01,High-value
8316760000000.0,158596.09,High-value
8317750000000.0,140713.07,High-value
8318230000000.0,148834.02,High-value
8319880000000.0,64809.04,High-value
8320030000000.0,80315.03,High-value
8320080000000.0,67300.05,High-value
8320140000000.0,195479.28,High-value
8320150000000.0,100819.0,High-value
8320250000000.0,75894.03,High-value
8320550000000.0,62674.020000000004,High-value
8320770000000.0,56702.01,High-value
8320920000000.0,131146.06,High-value
8321270000000.0,82646.02,High-value
8321280000000.0,57565.04,High-value
8321690000000.0,138470.11000000002,High-value
8321720000000.0,63932.01,High-value
8322670000000.0,194088.28,High-value
8323110000000.0,70574.03,High-value
8324760000000.0,84147.03,High-value
8324770000000.0,70797.03,High-value
8324910000000.0,179068.12,High-value
8324960000000.0,58935.01,High-value
8324990000000.0,56462.01,High-value
8325040000000.0,150366.02,High-value
8325270000000.0,75100.04,High-value
8326210000000.0,76551.02,High-value
8326280000000.0,57719.04,High-value
8326350000000.0,149492.05,High-value
8326920000000.0,67865.12,High-value
8327170000000.0,97214.04,High-value
8328200000000.0,54879.02,High-value
8328810000000.0,54731.01,High-value
8328960000000.0,136599.14,High-value
8329710000000.0,114235.07,High-value
8329780000000.0,87930.06,High-value
8330880000000.0,174318.07,High-value
8330930000000.0,619804.55,High-value
8331910000000.0,74078.0,High-value
8332090000000.0,65101.01,High-value
8332390000000.0,67610.05,High-value
8332430000000.0,55476.03,High-value
8332470000000.0,147520.04,High-value
8332490000000.0,89455.03,High-value
8332560000000.0,584151.23,High-value
8333070000000.0,183304.65,High-value
8333230000000.0,76816.06,High-value
8333310000000.0,114005.05,High-value
8334410000000.0,195775.05,High-value
8334460000000.0,190330.0,High-value
8335170000000.0,90022.02,High-value
8335400000000.0,95483.02,High-value
8336280000000.0,70329.04,High-value
8336620000000.0,199525.29,High-value
8336850000000.0,108249.03,High-value
8337040000000.0,134515.01,High-value
8337110000000.0,110554.02,High-value
8337590000000.0,179887.02,High-value
8337830000000.0,102276.05,High-value
8337840000000.0,103104.08,High-value
8337880000000.0,60837.0,High-value
8338180000000.0,60824.020000000004,High-value
8338240000000.0,109555.03,High-value
8339330000000.0,130034.02,High-value
8339450000000.0,82994.01,High-value
8339620000000.0,123218.05,High-value
8340330000000.0,138487.06,High-value
8340400000000.0,182348.06,High-value
8340590000000.0,118434.01,High-value
8340660000000.0,103969.08,High-value
8340670000000.0,121155.05,High-value
8340680000000.0,223893.05,High-value
8340750000000.0,91095.04000000001,High-value
8340910000000.0,78628.0,High-value
8341100000000.0,75237.0,High-value
8341350000000.0,54690.02,High-value
8341830000000.0,90261.04000000001,High-value
8341910000000.0,108994.05,High-value
8342180000000.0,73965.04000000001,High-value
8342190000000.0,111321.01,High-value
8342490000000.0,91665.03,High-value
8343110000000.0,87066.09,High-value
8343160000000.0,126245.05,High-value
8343250000000.0,67142.04000000001,High-value
8343520000000.0,64373.0,High-value
8343570000000.0,56749.02,High-value
8344360000000.0,75079.04000000001,High-value
8344470000000.0,119493.03,High-value
8345020000000.0,62292.020000000004,High-value
8345290000000.0,69572.04000000001,High-value
8345730000000.0,56464.0,High-value
8345770000000.0,126577.04,High-value
8345950000000.0,143842.08,High-value
8346000000000.0,61318.01,High-value
8346070000000.0,129921.12,High-value
8346100000000.0,61226.0,High-value
8347220000000.0,138280.03,High-value
8347560000000.0,68609.38,High-value
8347730000000.0,213287.06,High-value
8347760000000.0,117470.06,High-value
8347870000000.0,124753.02,High-value
8347980000000.0,74608.04,High-value
8349580000000.0,64580.02,High-value
8349690000000.0,115161.02,High-value
8349870000000.0,60101.05,High-value
8349930000000.0,56135.02,High-value
8350850000000.0,80461.02,High-value
8351060000000.0,60988.07,High-value
8351410000000.0,245006.05,High-value
8352200000000.0,167243.07,High-value
8352730000000.0,64488.04,High-value
8352770000000.0,62096.02,High-value
8353500000000.0,105238.16,High-value
8353690000000.0,95110.0,High-value
8353700000000.0,112427.02,High-value
8353720000000.0,70580.01,High-value
8353830000000.0,64803.03,High-value
8354020000000.0,182365.09,High-value
8354060000000.0,58045.02,High-value
8354600000000.0,69224.04000000001,High-value
8354690000000.0,64791.06,High-value
8354740000000.0,62573.020000000004,High-value
8354930000000.0,105573.03,High-value
8354940000000.0,127336.04,High-value
8355160000000.0,56577.02,High-value
8355860000000.0,57358.02,High-value
8356260000000.0,117937.07,High-value
8356360000000.0,202814.07,High-value
8356500000000.0,83171.0,High-value
8356870000000.0,93393.01,High-value
8356970000000.0,63814.06,High-value
8357070000000.0,55927.07,High-value
8357710000000.0,99668.01,High-value
8357740000000.0,1087132.22,High-value
8357760000000.0,72708.0,High-value
8357770000000.0,148471.17,High-value
8358380000000.0,78316.03,High-value
8358590000000.0,57495.07,High-value
8359000000000.0,60465.01,High-value
8359060000000.0,84869.03,High-value
8359200000000.0,107586.04,High-value
8359230000000.0,62089.03,High-value
8359440000000.0,90199.05,High-value
8359470000000.0,71993.02,High-value
8359700000000.0,83624.02,High-value
8359810000000.0,139870.05,High-value
8359830000000.0,86882.02,High-value
8359920000000.0,70704.01,High-value
8360020000000.0,116358.01,High-value
8360140000000.0,117058.1,High-value
8360240000000.0,57418.01,High-value
8360270000000.0,117307.01,High-value
8360360000000.0,98362.01,High-value
8360550000000.0,118626.02,High-value
8360670000000.0,97579.07,High-value
8360720000000.0,171240.06,High-value
8360740000000.0,85386.01,High-value
8360790000000.0,160191.09,High-value
8360830000000.0,211468.25,High-value
8361180000000.0,134229.05,High-value
8361250000000.0,69152.03,High-value
8361330000000.0,79064.02,High-value
8361470000000.0,204920.04,High-value
8361600000000.0,77590.01,High-value
8361660000000.0,80834.05,High-value
8362360000000.0,111094.07,High-value
8362770000000.0,82945.03,High-value
8363040000000.0,193761.03,High-value
8363090000000.0,219415.03,High-value
8363140000000.0,56936.3,High-value
8363160000000.0,109093.08,High-value
8363170000000.0,67457.02,High-value
8363210000000.0,142025.02,High-value
8363230000000.0,292983.09,High-value
8363240000000.0,61796.04,High-value
8363270000000.0,79139.15,High-value
8363470000000.0,109257.04,High-value
8363520000000.0,68237.01,High-value
8363530000000.0,61493.020000000004,High-value
8363640000000.0,92968.14,High-value
8363750000000.0,72311.01,High-value
8363870000000.0,58703.01,High-value
8363980000000.0,62961.06,High-value
8364440000000.0,66661.06,High-value
8365230000000.0,57086.02,High-value
8365290000000.0,86903.0,High-value
8365430000000.0,136551.03,High-value
8365540000000.0,67259.03,High-value
8365650000000.0,110549.04000000001,High-value
8365750000000.0,64948.020000000004,High-value
8366280000000.0,57666.08,High-value
8366600000000.0,66610.01,High-value
8366710000000.0,76798.04,High-value
8367370000000.0,153019.02,High-value
8367380000000.0,67416.03,High-value
8367390000000.0,68781.06,High-value
8368360000000.0,62148.04,High-value
8368550000000.0,55872.01,High-value
8368650000000.0,112966.06,High-value
8368700000000.0,108805.02,High-value
8369370000000.0,111725.05,High-value
8369410000000.0,61656.020000000004,High-value
8369970000000.0,476978.33,High-value
8371820000000.0,109765.05,High-value
8371950000000.0,61987.03,High-value
8372240000000.0,71254.0,High-value
8372400000000.0,213559.06,High-value
8372480000000.0,74506.0,High-value
8372550000000.0,187887.07,High-value
8372810000000.0,228594.09,High-value
8372850000000.0,59748.020000000004,High-value
8372970000000.0,193218.08,High-value
8373660000000.0,78124.04000000001,High-value
8374520000000.0,55467.02,High-value
8374850000000.0,71972.01,High-value
8374960000000.0,69575.01,High-value
8375180000000.0,163403.1,High-value
8375410000000.0,104200.29,High-value
8375450000000.0,86708.02,High-value
8375470000000.0,69066.0,High-value
8375480000000.0,147320.22,High-value
8375690000000.0,93851.01,High-value
8375900000000.0,63367.03,High-value
8375910000000.0,102906.07,High-value
8376010000000.0,62866.020000000004,High-value
8376480000000.0,71241.04000000001,High-value
8376540000000.0,132084.02,High-value
8376670000000.0,57199.0,High-value
8376730000000.0,80384.02,High-value
8376770000000.0,61471.0,High-value
8376920000000.0,55501.01,High-value
8377340000000.0,72736.05,High-value
8377760000000.0,85432.01,High-value
8377950000000.0,61422.0,High-value
8378110000000.0,93839.01,High-value
8378430000000.0,233825.12,High-value
8378440000000.0,89312.03,High-value
8378890000000.0,62660.07,High-value
8378940000000.0,173239.26,High-value
8378970000000.0,266560.23,High-value
8378990000000.0,60395.01,High-value
8379160000000.0,68467.04,High-value
8379170000000.0,82577.33,High-value
8379190000000.0,59484.0,High-value
8379690000000.0,101997.12,High-value
8382080000000.0,146674.03,High-value
8382650000000.0,85252.04,High-value
8383470000000.0,79789.12,High-value
8386290000000.0,62560.04,High-value
8386540000000.0,129201.03,High-value
8386630000000.0,101225.11,High-value
8386940000000.0,72027.01,High-value
8387330000000.0,79762.02,High-value
8387640000000.0,60908.04,High-value
8387700000000.0,84647.0,High-value
8388240000000.0,71825.01,High-value
8388350000000.0,107112.04,High-value
8388360000000.0,71829.06,High-value
8388420000000.0,59006.01,High-value
8389230000000.0,71511.01,High-value
8389270000000.0,206422.25,High-value
8389290000000.0,86185.02,High-value
8389390000000.0,190333.08,High-value
8389490000000.0,58009.0,High-value
8389670000000.0,187005.16,High-value
8389960000000.0,63650.04,High-value
8390100000000.0,68393.05,High-value
8390180000000.0,62452.04,High-value
8390350000000.0,73288.03,High-value
8390470000000.0,112262.03,High-value
8390490000000.0,146346.02,High-value
8390990000000.0,83655.02,High-value
8391360000000.0,82820.02,High-value
8391530000000.0,58023.02,High-value
8391550000000.0,137762.01,High-value
8391580000000.0,70490.05,High-value
8391720000000.0,57677.03,High-value
8392790000000.0,160167.27,High-value
8394730000000.0,148332.32,High-value
8394740000000.0,157714.01,High-value
8394810000000.0,119836.06,High-value
8397780000000.0,61846.01,High-value
8397830000000.0,111084.78,High-value
8398150000000.0,210201.06,High-value
8398240000000.0,309268.25,High-value
8398280000000.0,65950.0,High-value
8398500000000.0,66253.03,High-value
8398700000000.0,63304.05,High-value
8398740000000.0,65027.04,High-value
8398810000000.0,161640.03,High-value
8399460000000.0,122760.05,High-value
8399880000000.0,119645.07,High-value
8400450000000.0,62567.0,High-value
8401660000000.0,220700.15,High-value
8402070000000.0,110224.03,High-value
8402420000000.0,85062.05,High-value
8402630000000.0,97530.01,High-value
8402810000000.0,59016.01,High-value
8402850000000.0,135281.14,High-value
8402860000000.0,68723.01,High-value
8403780000000.0,76423.32,High-value
8403970000000.0,148898.12,High-value
8404010000000.0,71247.0,High-value
8404080000000.0,59626.0,High-value
8404120000000.0,80506.03,High-value
8404200000000.0,100175.01,High-value
8404370000000.0,119418.05,High-value
8404410000000.0,60110.05,High-value
8404440000000.0,79719.04,High-value
8404740000000.0,300827.03,High-value
8404770000000.0,163672.08,High-value
8404800000000.0,269847.21,High-value
8405000000000.0,179989.02,High-value
8405110000000.0,98963.04,High-value
8406350000000.0,85339.05,High-value
8406700000000.0,55386.0,High-value
8406760000000.0,204229.04,High-value
8406860000000.0,133499.1,High-value
8406890000000.0,58459.0,High-value
8407060000000.0,138477.07,High-value
8407340000000.0,68405.05,High-value
8407420000000.0,55781.03,High-value
8407720000000.0,215779.09,High-value
8408910000000.0,116639.07,High-value
8409040000000.0,109582.03,High-value
8409120000000.0,190345.59,High-value
8409890000000.0,60938.020000000004,High-value
8409990000000.0,183050.0,High-value
8410360000000.0,172209.07,High-value
8410960000000.0,99917.02,High-value
8411850000000.0,68074.01,High-value
8412540000000.0,60969.01,High-value
8412560000000.0,55691.05,High-value
8412680000000.0,85711.03,High-value
8412990000000.0,184001.57,High-value
8413060000000.0,61396.06,High-value
8413070000000.0,90937.04,High-value
8413790000000.0,80965.02,High-value
8413860000000.0,69275.04,High-value
8413870000000.0,91635.0,High-value
8413920000000.0,164675.09,High-value
8414100000000.0,79935.01,High-value
8414280000000.0,70134.02,High-value
8416700000000.0,84861.01,High-value
8416750000000.0,97012.09,High-value
8417070000000.0,303862.33,High-value
8417280000000.0,78132.06,High-value
8417350000000.0,56207.0,High-value
8418260000000.0,158301.02,High-value
8418300000000.0,82016.05,High-value
8418470000000.0,56792.04,High-value
8418540000000.0,60304.01,High-value
8419200000000.0,91977.01,High-value
8419400000000.0,58883.02,High-value
